price
197.742331288
181.964423077
175.429617575
162.514025245
156.916440217
153.612666667
151.942968244
151.993506494
156.835038363
156.951093951
151.296319797
149.938916877
149.585795097
149.608614232
150.865479115
157.71893848
158.393957704
152.331339713
151.5308568
151.437273824
151.309867629
151.479904019
157.589138135
157.379371666
152.0195962
151.379988088
151.471153846
151.436450839
151.399280576
157.85259434
158.085081585
156.160067873
155.402714932
155.365798414
155.568181818
155.764505119
162.049410444
161.868686869
156.007782101
154.98382599
155.010095345
155.27221279
156.423863636
163.164337619
163.735211268
157.593258427
156.729943503
157.582207207
157.611080022
158.569591951
164.517906336
163.872468528
158.033224401
161.436205016
163.246329527
163.380434783
163.714054054
169.283646113
169.6391258
167.339632546
167.167195767
167.121292373
167.071995765
167.562765957
173.333333333
173.536636795
167.765107725
167.387096774
167.057855626
167.081784387
167.416887945
172.679621849
172.453305352
167.149449397
166.769514768
167.086589229
166.649604222
167.1294926
173.048243314
173.321766562
168.302694136
167.864721485
167.346276596
167.425361156
167.181574719
172.538257173
173.204278075
167.4448
166.775323276
166.933728448
166.981601732
168.118486012
173.371954521
173.124864278
167.241635688
166.978700745
167.594680851
167.742191636
168.015898251
173.117554859
173.575614861
168.588081547
167.837467018
167.777308707
167.816834304
167.071125265
172.311805188
172.387062566
167.494986807
166.959638874
167.120937666
167.043640234
167.52882073
172.670508119
172.467851542
167.520333681
166.848246991
166.96956978
166.948893572
166.658174098
172.767159451
172.549340369
167.152489627
166.762993763
166.50903459
166.591962906
167.028717949
172.522889115
172.424089069
167.949341439
167.30045755
167.3723892
167.141326531
167.529979675
172.324773414
172.148370927
166.9334001
166.805318615
166.895582329
167.009552539
167.389584377
172.373015873
172.504700643
168.060425953
167.420059583
166.886904762
166.754716981
166.667986145
171.591424347
172.095776031
167.527709662
166.910425844
167.003417969
166.993670886
168.016089712
173.071428571
172.927984534
167.417387128
167.238209817
167.334617236
167.392185239
167.861271676
172.97024952
172.848803828
167.61556829
167.396749522
167.252868069
167.070881226
167.473659004
172.194842407
172.253702819
167.500713946
167.121125417
167.000952835
167.069933397
167.323836657
172.896355892
172.925838451
168.304757419
167.878887842
167.856335374
167.934894614
168.005612722
172.979030755
173.213986014
168.136720554
167.891716798
167.564269142
167.620018536
167.623844732
172.742382271
172.781725888
168.135234591
168.135172414
168.112183908
168.139310345
168.294630564
173.013761468
172.937242327
168.459990855
167.847597254
167.648673376
167.500456621
167.626138434
172.093351548
172.096671227
167.594520548
167.109489051
166.726445152
166.768775603
167.251021335
171.896286232
171.818264014
167.32974428
167.12690583
166.878584229
167.109717868
167.525750112
172.039732143
172.049129075
167.377063811
166.958928571
166.938139742
166.939919893
166.980897379
171.635638298
171.541721854
166.986760812
166.600616469
166.400264201
166.430457746
166.63884007
171.21149627
171.169007902
166.98245614
166.786713287
166.809086938
166.677884615
166.726398601
171.151198257
171.125599651
166.445898778
165.748581405
165.473132372
165.404533566
165.555217391
169.806857639
169.801821336
165.584694755
165.482595617
165.329037801
165.204037801
165.466152528
169.939393939
169.852627082
165.3882956
165.168092387
165.144629867
165.277159966
165.362201365
169.807397959
169.791241497
165.583935402
165.29544487
165.238704177
165.236146633
165.496804431
169.999575372
169.703609342
165.318027211
164.912377712
164.902978723
164.936115843
164.921019108
169.363828886
169.619551418
165.186397985
165.022622539
164.839832285
164.816275168
164.915758592
169.314620863
169.322161709
164.944304858
164.831658291
164.739439565
164.743311037
164.850814877
169.145302714
169.081837161
164.59423318
164.483075637
164.407438362
164.229549249
164.40591174
168.729010806
168.575228595
164.249376559
164.067387687
164.056179775
164.099500416
164.299625468
168.787966805
168.892294946
164.50513769
164.163651316
164.085080148
164.022185703
164.120689655
168.444672131
168.398770492
164.070232748
163.859885621
163.843545752
163.843137255
163.947733769
168.370415648
168.351670742
164.103954342
164.010993485
163.993095045
163.87804878
164.009338205
168.319269777
168.396593674
164.276854479
164.274605103
164.220737141
164.445836702
164.634274194
169.055600322
168.894842869
164.507053607
163.993545785
164.050806452
164.020531401
164.114503817
168.290516206
168.552673583
164.028933809
163.787638669
163.70800317
163.691881188
163.840855107
168.298536971
168.229010642
163.909019299
163.784954707
163.868794326
163.879432624
164.080645161
168.439244986
168.623427673
164.563380282
164.623143081
164.622508792
164.790770434
165.437890625
169.463309914
169.293635299
164.776084408
164.631067961
164.914695618
165.335141418
165.75978303
169.2330468
