Mon,Tue,Wed,Thu,Fri,Sat,Sun,listing_id
113.196078431,113.196078431,112.923076923,112.923076923,116.666666667,116.634615385,113.196078431,3737373.0
80.0,80.0,80.0,80.0,90.0,90.0,80.0,4720423.0
150.0,150.0,150.0,150.0,199.0,199.0,150.0,1378088.0
145.394736842,146.794871795,148.125,147.619047619,147.5,148.076923077,147.972972973,263977.0
200.0,200.0,200.0,200.0,200.0,200.0,200.0,1836846.0
60.0,60.0,60.0,60.0,60.0,60.0,60.0,2492208.0
175.555555556,175.0,175.0,175.0,176.785714286,177.24137931,176.071428571,1574709.0
60.0,60.0,60.0,60.0,60.0,60.0,60.0,2578057.0
88.0,88.0,88.0,88.6981132075,110.288461538,110.0,88.0,3540794.0
125.0,125.0,125.0,125.0,125.0,125.0,125.0,2099013.0
79.0,79.0,79.0,79.0,89.0,89.0,79.0,3213127.0
50.0,50.0,50.0,50.0,50.0,50.0,50.0,67402.0
216.923076923,216.923076923,216.923076923,216.923076923,244.509803922,244.615384615,217.692307692,198482.0
30.0,30.0,30.0,30.0,30.0,30.0,30.0,4261736.0
158.230769231,158.230769231,158.230769231,158.245283019,158.423076923,158.423076923,158.230769231,3344237.0
150.0,150.0,150.0,150.0,150.0,150.0,150.0,1442109.0
183.170731707,183.170731707,183.170731707,199.743589744,182.0,182.0,183.170731707,3016563.0
75.0,75.0,75.0,75.0,75.0,75.0,75.0,264060.0
87.8846153846,87.8846153846,88.0769230769,87.8846153846,87.8431372549,87.8431372549,87.8431372549,264063.0
195.0,195.0,195.0,196.981132075,197.019230769,195.0,195.0,3440963.0
140.0,140.0,140.0,140.0,140.0,140.0,140.0,2426775.0
250.0,250.0,250.0,250.0,250.0,250.0,250.0,1771418.0
50.0,50.0,50.0,50.0,50.0,50.0,50.0,1574828.0
650.0,650.0,650.0,650.0,650.0,650.0,650.0,2272242.0
225.0,225.0,225.0,225.0,225.0,225.0,225.0,67502.0
87.0,87.0,87.0,87.0,105.0,105.0,87.0,3016623.0
79.0,79.0,79.0,79.0,79.0,79.0,79.0,3606459.0
85.6086956522,85.0,85.0,85.0,85.6086956522,85.5833333333,85.5833333333,2754500.0
98.8461538462,98.8461538462,98.8461538462,98.8461538462,98.5576923077,98.8461538462,98.8461538462,2033605.0
359.153846154,362.196078431,372.274509804,374.901960784,368.9375,362.714285714,363.24,4786121.0
152.115384615,154.230769231,154.230769231,152.115384615,152.115384615,152.115384615,152.115384615,3047757.0
110.0,110.0,110.0,110.0,110.0,110.0,110.0,4720601.0
275.0,275.0,275.0,275.0,300.0,300.0,275.0,4786139.0
90.0,90.0,90.0,90.0,90.0,90.0,90.0,4524000.0
100.0,100.0,100.0,100.0,105.0,105.0,100.0,2164707.0
199.0,199.0,199.0,199.0,225.0,225.0,199.0,3475428.0
140.0,140.0,140.0,140.0,140.0,140.0,140.0,3606505.0
135.0,135.0,135.0,135.0,135.0,135.0,134.895833333,2361323.0
50.0,50.0,50.0,50.0,50.0,50.0,50.0,4589550.0
225.0,225.0,225.0,225.0,225.0,225.0,225.0,4524035.0
196.666666667,192.631578947,196.666666667,196.666666667,196.470588235,196.470588235,196.470588235,2295816.0
65.0,65.0,65.0,66.1320754717,66.1538461538,65.0,65.0,1902601.0
189.0,189.0,189.0,189.0,189.0,189.0,189.0,4196362.0
349.0,349.0,349.0,349.0,349.0,349.0,349.0,4065291.0
125.0,125.0,125.0,125.0,125.0,125.0,125.0,854033.0
163.583333333,164.260869565,164.260869565,163.692307692,163.692307692,163.692307692,163.740740741,919581.0
88.0,88.0,88.0,88.0,88.0,88.0,88.0,3409952.0
175.0,175.0,175.0,175.0,175.0,175.0,175.0,4445872.0
140.0,140.0,140.0,140.0,158.125,158.709677419,140.0,3344418.0
200.0,200.0,200.0,200.0,200.0,200.0,200.0,4392996.0
71.9411764706,71.8846153846,71.9807692308,71.9807692308,72.0392156863,72.0392156863,71.9411764706,3082285.0
150.0,150.0,150.0,150.0,150.0,150.0,150.0,3868719.0
38.0,38.0,38.0,38.5094339623,65.0,65.0,38.9038461538,3629169.0
450.0,450.0,450.0,450.0,450.0,450.0,450.0,460876.0
249.0,249.0,249.0,249.0,279.0,279.0,249.0,4524110.0
225.0,225.0,225.0,225.0,225.0,225.0,225.0,4720731.0
200.0,200.0,200.0,206.25,207.142857143,200.0,200.0,4393057.0
264.423076923,264.423076923,263.942307692,263.942307692,264.903846154,264.903846154,264.423076923,3541094.0
10.0,10.0,10.0,10.0,10.0,10.0,10.0,2217248.0
280.0,280.0,280.0,280.0,280.0,280.0,280.0,395377.0
1368.0,1368.0,1368.0,1368.0,1368.0,1368.0,1368.0,2295924.0
110.0,110.0,110.0,110.0,110.0,110.0,110.0,1181816.0
750.0,750.0,750.0,750.0,750.0,750.0,750.0,3528384.0
82.6470588235,82.6470588235,82.7450980392,82.7450980392,82.8431372549,82.8431372549,82.6470588235,264323.0
550.0,550.0,550.0,550.0,550.0,550.0,550.0,1312913.0
96.1538461538,96.1538461538,97.5,97.5,90.0,90.0,96.1538461538,262510.0
120.196078431,120.196078431,120.196078431,124.038461538,124.509803922,124.509803922,118.725490196,579268.0
49.0,49.0,49.0,49.0,49.0,49.0,49.0,4524187.0
194.448979592,194.52,194.588235294,194.448979592,194.375,194.979166667,194.448979592,1640610.0
200.0,200.0,200.0,200.0,200.0,200.0,200.0,854188.0
150.0,150.0,150.0,150.0,150.0,150.0,150.0,3473778.0
95.0,95.0,95.0,95.0,110.0,110.0,95.0,1575088.0
125.0,125.0,125.0,125.0,125.0,125.0,125.0,2021064.0
100.0,100.0,100.0,100.0,100.0,100.0,100.0,3475638.0
150.0,150.0,150.0,150.0,150.0,150.0,150.0,3541185.0
90.7659574468,91.3404255319,91.1956521739,91.1956521739,93.0454545455,93.2045454545,91.085106383,63360.0
145.0,145.0,145.0,145.0,145.0,145.0,145.0,526532.0
124.666666667,124.666666667,124.375,124.375,154.411764706,152.222222222,124.117647059,3999941.0
150.0,150.0,150.0,150.0,150.0,150.0,150.0,460999.0
290.0,290.0,290.0,290.0,290.0,290.0,290.0,2033866.0
45.0,45.0,45.0,45.0,65.0,65.0,45.0,3410136.0
150.0,150.0,150.0,150.0,150.192307692,150.0,150.0,1001145.0
85.0,85.0,85.0,85.0,85.0,85.0,85.0,4393195.0
80.0,80.0,80.0,80.0,80.0,80.0,80.0,854253.0
275.0,275.0,275.0,275.0,275.0,275.0,275.0,4262134.0
75.0,75.0,75.0,75.0,90.0,90.0,75.0,3016953.0
200.0,200.0,200.0,200.0,200.0,200.0,200.0,1640700.0
329.0,329.0,329.0,329.0,359.0,359.0,329.0,1247487.0
120.0,120.0,120.0,120.0,120.0,120.0,120.0,4589825.0
225.0,225.0,225.0,225.0,225.0,225.0,225.0,3344643.0
249.0,249.0,249.0,232.666666667,224.5,224.5,232.666666667,4653441.0
125.0,125.0,125.0,125.0,124.814814815,124.814814815,124.821428571,4786440.0
599.0,599.0,599.0,599.0,599.0,599.0,599.0,4262161.0
270.0,270.0,270.0,270.0,270.0,270.0,270.0,2165016.0
219.0,219.0,219.0,219.0,219.0,219.0,219.0,1509665.0
54.0,54.0,54.0,54.4905660377,54.0,54.0,54.0,4000036.0
80.0,80.0,80.0,80.0,80.0,80.0,80.0,2492219.0
185.0,185.0,185.0,185.0,185.0,185.0,185.0,4524337.0
146.057692308,146.057692308,146.057692308,146.037735849,146.057692308,146.057692308,146.057692308,1059891.0
70.0,70.0,70.0,70.0,90.0,90.0,70.0,3868981.0
79.5652173913,79.5652173913,79.5652173913,79.5652173913,80.0,80.0,79.1666666667,4065593.0
250.0,250.0,250.0,250.0,250.0,250.0,250.0,4393281.0
220.0,220.0,220.0,220.0,220.0,220.0,220.0,4580643.0
149.0,149.0,148.142857143,148.142857143,148.142857143,149.0,149.0,1050955.0
373.076923077,373.076923077,373.076923077,373.58490566,373.076923077,373.076923077,373.076923077,4262226.0
75.0,75.0,75.0,75.0,75.0,75.0,75.0,4262233.0
500.0,500.0,500.0,500.0,500.0,500.0,500.0,1182050.0
90.0,90.0,90.0,90.0,90.0,90.0,90.0,592233.0
360.295454545,362.568181818,360.4,361.191489362,361.130434783,359.808510638,365.295454545,67947.0
198.0,198.0,198.0,198.0,198.0,198.0,198.0,3688448.0
175.0,175.0,175.0,175.0,175.0,175.0,175.0,2296179.0
200.833333333,200.833333333,200.833333333,200.833333333,248.75,248.75,200.416666667,854397.0
800.0,800.0,800.0,800.0,800.0,800.0,800.0,2296190.0
50.0,50.0,50.0,51.9230769231,51.9607843137,52.0,50.0,2492799.0
119.0,119.0,119.0,119.0,119.0,119.0,119.0,264577.0
160.0,160.0,160.0,160.0,160.0,160.0,160.0,1640836.0
50.0,50.0,50.0,50.0,50.0,50.0,50.0,4000133.0
100.0,100.0,100.0,100.0,110.0,110.0,100.0,2034061.0
210.0,210.0,210.0,210.0,210.0,210.0,210.0,1171955.0
220.0,220.0,220.0,220.0,220.0,220.0,220.0,3213712.0
55.0,55.0,55.0,55.0,55.0,55.0,55.0,4589977.0
190.0,190.0,190.0,190.0,190.0,190.0,190.0,592282.0
80.0,80.0,80.0,80.0,80.0,80.0,80.0,4721052.0
72.431372549,71.9411764706,71.9411764706,71.8431372549,71.5490196078,71.4038461538,71.7884615385,723362.0
115.0,115.0,115.0,115.0,115.0,115.0,115.0,4721069.0
220.0,220.0,220.0,220.0,230.0,230.0,220.0,4000174.0
199.615384615,199.615384615,199.615384615,199.615384615,214.450980392,214.461538462,199.607843137,4393397.0
269.0,269.0,269.0,269.0,269.0,269.0,269.0,854461.0
119.0,119.0,119.0,119.0,119.0,119.0,119.0,2886079.0
87.693877551,87.693877551,86.6734693878,86.8775510204,87.4583333333,87.0,86.7959183673,973371.0
317.571428571,317.571428571,318.183673469,319.204081633,322.541666667,322.541666667,324.625,854468.0
200.0,200.0,200.0,200.0,200.0,200.0,200.0,2086647.0
130.0,130.0,130.0,130.0,130.0,130.0,130.0,68046.0
250.0,250.0,250.0,250.0,250.0,250.0,250.0,592342.0
95.0,95.0,95.0,95.0,95.0,95.0,95.0,3541464.0
149.0,149.0,149.0,149.0,115.0,115.0,149.0,3484751.0
212.333333333,204.0,229.0,229.0,259.0,259.0,210.428571429,65957.0
300.0,300.0,300.0,300.0,300.0,300.0,300.0,4786658.0
158.607843137,158.607843137,158.607843137,158.6,162.0,162.4,158.607843137,4524515.0
65.0,65.0,65.0,65.0,65.0,65.0,65.0,4196837.0
150.0,150.0,150.0,150.0,150.0,150.0,150.0,1182186.0
99.0,99.0,99.0,99.0,99.0,99.0,99.0,1182187.0
273.4375,274.193548387,274.193548387,273.4375,483.870967742,483.870967742,273.4375,1182189.0
217.784313725,217.923076923,217.923076923,217.784313725,217.64,217.64,217.803921569,323059.0
100.0,100.0,100.0,100.0,100.0,100.0,100.0,3213813.0
750.0,750.0,750.0,750.0,750.0,750.0,750.0,2296312.0
95.0,95.0,95.0,95.0,115.0,115.0,95.0,854521.0
150.0,150.0,150.0,150.0,150.0,150.0,150.0,854523.0
65.0,65.0,65.0,65.0,65.0,65.0,65.0,1772032.0
67.0,67.0,67.0,67.0,75.0,75.0,67.0,723457.0
90.0,90.0,90.0,90.0,90.0,90.0,90.0,68099.0
49.0,49.0,49.0,49.0,49.0,49.0,49.0,4786694.0
120.0,120.0,120.0,120.377358491,120.384615385,120.0,120.0,723468.0
201.388888889,200.0,201.351351351,199.428571429,198.0,196.571428571,199.714285714,2873090.0
40.0,40.0,40.0,40.0,59.0,59.0,40.0,723476.0
468.693877551,468.693877551,468.693877551,468.693877551,478.25,477.673469388,469.3,3344918.0
75.0,75.0,75.0,75.0,75.0,75.0,75.0,4786720.0
175.0,175.0,175.0,175.0,175.0,175.0,175.0,526887.0
195.0,195.0,195.0,195.0,195.0,195.0,195.0,633950.0
173.75,170.961538462,172.019230769,173.431372549,173.1,173.1,175.196078431,4000323.0
399.0,399.0,399.0,399.0,399.0,399.0,399.0,789060.0
59.0,59.0,59.0,59.0,65.0,65.0,59.0,63373.0
199.0,199.0,199.0,199.0,199.0,199.0,199.0,2165322.0
270.909090909,270.909090909,270.909090909,265.0,270.909090909,265.0,270.909090909,4262478.0
65.0,65.0,65.0,65.0,75.0,75.0,65.0,657999.0
65.0,65.0,65.0,65.0,65.0,65.0,65.0,3672657.0
70.0,70.0,70.0,71.0377358491,71.0576923077,71.0576923077,70.0,273508.0
200.0,200.0,200.0,200.0,200.0,200.0,200.0,2296411.0
135.0,136.851851852,135.0,135.0,135.0,135.0,135.0,4262492.0
140.0,140.0,140.0,140.0,140.0,140.0,140.0,1706596.0
240.0,240.0,240.0,240.0,240.0,240.0,240.0,395877.0
212.878787879,212.878787879,212.878787879,212.878787879,212.878787879,212.878787879,212.878787879,585369.0
189.0,189.0,189.0,189.0,189.0,189.0,189.0,723560.0
179.576923077,179.576923077,179.576923077,179.0,179.0,179.0,179.576923077,330347.0
200.0,200.0,200.0,200.0,200.0,200.0,200.0,1641072.0
128.823529412,128.823529412,128.823529412,128.421052632,128.333333333,127.777777778,127.777777778,2684.0
200.0,202.777777778,202.777777778,202.777777778,202.941176471,202.941176471,200.0,3869316.0
115.0,115.0,115.0,115.0,115.0,115.0,115.0,3476105.0
100.0,100.0,100.0,100.0,100.0,100.0,100.0,199312.0
450.0,450.0,450.0,399.5,399.5,399.5,450.0,3017373.0
70.0,70.0,70.0,70.0,80.0,80.0,70.0,658112.0
150.0,150.0,150.0,150.0,150.0,150.0,150.0,4065992.0
210.0,210.0,210.0,213.173076923,213.173076923,213.173076923,210.0,4393675.0
151.442307692,150.0,150.0,152.358490566,186.730769231,186.730769231,151.442307692,4393678.0
199.0,199.0,199.0,199.0,199.0,199.0,199.0,4524751.0
250.0,250.0,250.0,250.0,250.0,250.0,250.0,2296528.0
110.0,110.0,110.0,110.0,110.769230769,110.769230769,110.769230769,2886357.0
70.0,70.0,70.0,70.0,80.0,80.0,70.0,3869398.0
59.0,59.0,59.0,59.0,59.0,59.0,59.0,3672793.0
90.0,90.0,90.0,90.0,90.0,90.0,90.0,789213.0
187.0,187.0,187.0,187.0,187.0,187.0,187.0,4587984.0
102.222222222,102.222222222,102.222222222,102.222222222,111.2,111.2,102.307692308,3476195.0
80.0,80.0,80.0,80.0,80.0,80.0,80.0,1182442.0
1100.0,1100.0,1100.0,1100.0,1100.0,1100.0,1100.0,4539194.0
100.0,100.0,100.0,100.0,225.0,225.0,100.0,1313521.0
76.0,76.0,76.0,76.0,76.0,76.0,76.0,2755315.0
110.0,110.0,110.0,110.0,120.0,120.0,110.0,2558713.0
70.0,70.0,70.0,70.0,70.0,70.0,70.0,4262654.0
101.764705882,102.058823529,102.058823529,101.826923077,101.826923077,102.058823529,101.764705882,896129.0
250.0,250.0,250.0,250.0,350.0,350.0,250.0,2023049.0
300.0,300.0,300.0,300.0,300.0,300.0,300.0,4030936.0
162.777777778,162.191489362,162.043478261,161.888888889,162.191489362,162.47826087,162.777777778,789274.0
196.818181818,196.818181818,196.818181818,197.083333333,197.083333333,200.0,200.0,4205310.0
72.0,72.0,72.0,72.0,72.0,72.0,72.0,4786982.0
59.0,59.0,59.0,59.0,59.0,59.0,59.0,4393767.0
240.0,240.0,240.0,240.0,240.0,240.0,240.0,723754.0
265.0,263.333333333,264.87804878,264.87804878,266.5,263.333333333,265.0,3148588.0
150.0,150.0,150.0,150.0,150.943396226,150.961538462,150.0,4721458.0
115.0,115.0,115.0,115.0,120.0,120.0,115.0,68403.0
39.2307692308,39.2307692308,39.2307692308,39.4117647059,39.2307692308,39.2156862745,39.4117647059,3476286.0
125.0,125.0,125.0,125.0,175.0,175.0,125.0,1772353.0
225.0,225.0,225.0,225.0,225.0,225.0,225.0,3672899.0
147.0,147.0,147.0,147.0,147.0,147.0,147.0,2493254.0
175.0,175.0,175.0,175.0,175.830188679,175.846153846,175.0,723786.0
125.8,126.632653061,125.8,126.326530612,126.326530612,125.408163265,126.326530612,723788.0
179.0,179.0,179.0,179.0,179.0,179.0,179.0,2493262.0
55.0,55.0,55.0,55.0,55.0,55.0,55.0,658257.0
55.0,55.0,55.0,55.0,55.0,55.0,55.0,4262738.0
275.0,275.0,275.0,275.0,305.0,305.0,277.403846154,488923.0
195.0,195.0,195.0,195.0,195.0,195.0,195.0,1051493.0
150.0,150.0,150.0,150.0,150.0,150.0,150.0,3615889.0
48.0,48.0,48.0,48.0,48.0,48.0,48.0,265064.0
40.0,40.0,40.0,40.0,60.0,60.0,40.0,723823.0
155.0,155.0,155.0,155.0,155.0,155.0,155.0,1248114.0
220.0,220.0,220.0,220.0,220.0,220.0,220.0,4197235.0
200.0,200.0,200.0,200.0,200.0,200.0,200.0,658294.0
400.0,400.0,400.0,400.0,400.0,400.0,400.0,4852607.0
313.75,304.666666667,301.428571429,301.428571429,573.333333333,573.333333333,315.333333333,4066179.0
179.0,179.0,179.0,179.0,307.333333333,299.0,193.0,4524932.0
95.0,95.0,95.0,95.0,95.0,95.0,95.0,2493322.0
78.9361702128,78.6170212766,78.4782608696,78.2291666667,78.2291666667,78.4042553191,78.9361702128,4282178.0
125.0,125.0,125.0,125.0,125.0,125.0,125.0,592785.0
87.4,87.4,87.2156862745,87.2156862745,98.0,98.0,87.4,550028.0
10.0,10.0,10.0,10.0,10.0,10.0,10.0,2296734.0
150.0,150.0,150.0,150.0,150.0,150.0,150.0,3738529.0
150.0,150.0,150.0,150.0,150.0,150.0,150.0,3921735.0
209.956521739,210.446808511,210.021276596,208.75,211.166666667,210.173913043,208.304347826,4862175.0
275.0,275.0,275.0,275.0,275.0,275.0,275.0,2165679.0
150.0,150.0,150.0,150.0,150.928571429,151.0,150.0,4066224.0
200.0,200.0,200.0,200.0,200.0,200.0,200.0,265145.0
141.152173913,139.630434783,140.755555556,141.818181818,141.818181818,142.906976744,140.733333333,658366.0
60.0,60.0,60.0,60.0,60.0,60.0,60.0,592831.0
160.0,160.0,160.0,160.0,185.0,185.0,160.0,3869640.0
101.224489796,101.224489796,101.224489796,101.836734694,101.836734694,101.224489796,101.224489796,2086732.0
155.0,155.0,155.0,155.0,155.0,155.0,155.0,527318.0
85.0,85.0,85.0,85.0,100.0,99.7727272727,85.0,1763367.0
80.0,80.0,80.0,80.0,80.0,80.0,80.0,2231268.0
110.0,110.0,110.0,110.0,110.0,110.0,110.0,3673064.0
90.0,90.0,90.0,90.0,90.0,90.0,90.0,3277308.0
225.0,225.0,225.0,225.0,225.0,225.0,225.0,265194.0
150.0,150.0,150.0,150.0,150.0,150.0,150.0,3869684.0
135.0,135.0,135.0,135.0,135.0,135.0,135.0,3673077.0
59.0,59.0,59.0,59.0,59.0,59.0,59.0,4632650.0
250.0,250.0,250.0,250.0,250.0,250.0,250.0,4525062.0
240.0,240.0,240.0,240.0,240.0,240.0,240.0,4131851.0
175.0,175.0,175.0,175.0,175.0,175.0,175.0,199693.0
105.0,105.0,105.0,105.0,105.0,105.0,105.0,2231311.0
125.23255814,125.23255814,125.11627907,125.11627907,125.340909091,124.534883721,125.23255814,2296851.0
75.0,75.0,75.0,75.0,75.0,75.0,75.0,3542040.0
120.0,120.0,120.0,120.0,120.0,120.0,120.0,2559005.0
147.777777778,147.777777778,147.777777778,145.789473684,146.19047619,146.0,147.777777778,2165795.0
100.0,100.0,100.0,100.0,100.0,100.0,100.0,1313828.0
40.0,40.0,40.0,40.0,40.0,40.0,40.0,4852773.0
90.0,90.0,90.0,90.0,90.0,90.0,90.0,3017774.0
283.461538462,283.461538462,286.346153846,283.461538462,283.461538462,283.461538462,283.461538462,2043060.0
114.285714286,114.285714286,114.0,114.0,114.0,114.0,114.0,796629.0
72.0,72.0,72.0,72.0,85.0,85.0,72.0,396349.0
55.0,55.0,55.0,55.0,55.0,55.5769230769,55.0,4262976.0
75.0,75.0,75.0,75.0,75.0,75.0,75.0,3476547.0
45.0,45.0,45.0,45.0,45.0,45.0,45.0,4852804.0
90.0,90.0,90.0,90.0,90.0,90.0,90.0,4787271.0
169.0,169.0,169.0,169.0,169.0,169.0,169.0,3869772.0
190.0,190.0,190.0,190.0,190.0,190.0,190.0,85213.0
55.0,55.0,55.0,55.0,55.0,55.0,55.0,3869779.0
69.0,69.0,69.0,69.0,79.0,79.0,69.0,789593.0
190.0,190.0,190.0,190.0,160.0,160.0,190.0,4394080.0
239.0,239.0,239.0,239.0,239.0,239.0,239.0,4197479.0
120.0,120.0,120.0,120.0,120.0,120.0,120.0,593000.0
175.0,175.0,175.0,175.0,175.0,175.0,175.0,4525165.0
150.0,150.0,150.0,150.0,150.0,150.0,150.0,1051758.0
95.0,95.0,95.0,95.0,145.0,145.0,95.0,2559090.0
130.0,130.0,130.0,130.0,120.0,120.0,130.0,2165878.0
345.0,345.0,345.0,345.0,345.0,345.0,345.0,2165881.0
95.0,95.0,95.0,95.0,95.0,95.0,95.0,1562474.0
225.0,225.0,225.0,225.0,225.0,225.0,225.0,593025.0
4500.0,4500.0,4500.0,4500.0,4500.0,4500.0,4500.0,2296962.0
120.0,120.0,120.0,120.0,120.0,120.0,120.0,3738756.0
750.0,750.0,750.0,750.0,750.0,750.0,750.0,2165896.0
75.0,75.0,75.0,75.0,75.0,75.0,75.0,3168109.0
175.0,175.0,175.0,175.0,200.0,200.0,175.0,2447214.0
200.0,200.0,200.0,200.0,200.0,200.0,200.0,1707159.0
122.294117647,122.294117647,122.294117647,122.294117647,122.24,121.9,122.294117647,68760.0
275.0,275.0,275.0,275.0,275.641025641,275.657894737,275.0,68774.0
80.0,80.0,80.0,80.0,80.0,80.0,80.0,789686.0
60.0,60.0,60.0,60.0,60.0,60.0,60.0,4000953.0
120.0,120.0,120.0,120.0,150.0,150.0,120.0,1641665.0
290.0,290.0,290.0,290.0,290.0,290.0,290.0,2297032.0
45.0,45.0,45.0,45.0,45.0,45.0,45.0,4852942.0
105.106382979,105.106382979,105.106382979,105.106382979,105.104166667,105.106382979,105.0,1314012.0
200.0,200.0,200.0,200.0,200.0,200.0,200.0,197157.0
98.8,98.8,98.8,98.8,99.0,99.0,98.7959183673,2297058.0
75.0,75.0,75.0,75.0,75.0,75.0,75.0,3476707.0
70.0,70.0,70.0,70.0,70.0,70.0,70.0,4792353.0
70.0,70.0,70.0,70.0,70.0,70.0,70.0,3256042.0
99.0,99.0,99.0,99.0,149.0,149.0,99.0,4197612.0
75.0,75.0,75.0,75.0,75.0,75.0,75.0,4197614.0
175.0,175.0,175.0,175.0,175.0,175.0,175.0,1510639.0
80.0,80.0,80.0,80.0,80.0,80.0,80.0,4328688.0
128.260869565,127.826086957,128.558139535,129.043478261,136.23255814,137.024390244,130.5,134387.0
129.088888889,130.720930233,128.326086957,127.333333333,127.333333333,125.391304348,125.622222222,4424233.0
200.0,200.0,200.0,200.0,200.0,200.0,200.0,3476729.0
140.0,140.0,140.0,140.0,140.0,140.0,140.0,3017985.0
106.0,106.0,106.0,106.0,106.0,106.0,106.0,3330.0
100.0,100.0,100.0,100.0,100.0,100.0,100.0,855300.0
130.0,130.0,130.0,130.0,130.0,130.0,130.0,4467928.0
900.0,900.0,900.0,900.0,900.0,900.0,900.0,3673363.0
89.0,89.0,89.0,89.0,89.0,89.0,89.0,1183005.0
250.0,250.0,250.0,250.0,250.0,250.0,250.0,1379616.0
75.0,75.0,75.0,75.0,75.0,75.0,75.0,3738913.0
108.0,108.0,108.0,108.0,108.0,108.0,108.0,1354973.0
75.0,75.0,75.0,75.0,75.0,75.0,75.0,2297147.0
1650.0,1650.0,1650.0,1650.0,1650.0,1650.0,1650.0,3005085.0
75.0,75.0,75.0,75.0,75.0,75.0,75.0,4787527.0
140.0,140.0,140.0,140.0,141.132075472,140.0,140.0,4457015.0
75.0,75.0,75.0,75.0,75.0,75.0,75.0,4511629.0
120.0,120.0,120.0,120.0,120.0,120.0,120.0,3083607.0
120.0,120.0,120.0,120.0,120.0,120.0,120.0,396636.0
190.0,190.0,190.0,190.0,190.0,190.0,190.0,1944806.0
10.0,10.0,10.0,10.0,10.0,10.0,10.0,2297192.0
101.634615385,101.634615385,101.730769231,101.730769231,102.547169811,102.692307692,103.173076923,808851.0
165.0,165.0,165.0,165.0,165.0,165.0,165.0,920951.0
178.055555556,177.8125,178.4375,178.4375,178.529411765,178.055555556,178.157894737,3673468.0
84.8,84.8,84.8,84.8,100.0,100.0,84.8,4525440.0
82.5769230769,82.5769230769,82.5769230769,82.5769230769,82.5769230769,82.6078431373,82.5769230769,1445250.0
450.0,450.0,450.0,450.0,450.0,450.0,450.0,3801665.0
300.0,300.0,300.0,300.0,297.959183673,297.916666667,300.0,920973.0
116.0,116.0,116.0,116.0,117.433962264,117.461538462,116.0,1117584.0
100.0,100.0,100.0,100.0,100.0,100.0,100.0,986513.0
99.4038461538,99.0,99.0,99.0,99.3962264151,99.4038461538,99.4038461538,3083674.0
100.0,100.0,100.0,100.0,100.0,100.0,100.0,2632943.0
110.0,110.0,110.0,110.0,110.0,110.0,110.0,1707422.0
88.8235294118,88.8235294118,88.8235294118,88.8235294118,88.8235294118,90.0,88.8235294118,986540.0
105.0,105.0,105.0,105.0,105.0,105.0,105.0,3411380.0
110.0,110.0,110.0,110.0,110.0,110.0,110.0,2297269.0
497.826923077,494.769230769,492.057692308,492.057692308,499.75,499.960784314,499.960784314,4787641.0
95.0,95.0,95.0,95.0,95.0,95.0,95.0,593350.0
199.0,199.0,199.0,199.0,204.660377358,204.769230769,204.769230769,724423.0
80.0,80.0,80.0,80.0,80.0,80.0,80.0,2559446.0
235.0,235.0,235.0,235.0,236.04,236.2,236.142857143,1773018.0
160.0,160.0,160.0,160.0,160.0,160.0,160.0,2887135.0
70.0,70.0,70.0,70.0,70.0,70.0,70.0,2100708.0
75.0,75.0,75.0,75.0,75.0,75.0,75.0,724455.0
75.0,75.0,75.0,75.0,75.0,75.0,75.0,3935723.0
50.0,50.0,50.0,50.0,50.0,50.0,50.0,3411436.0
135.0,135.0,135.0,135.0,135.0,135.0,135.0,506403.0
79.0,79.0,79.0,79.0,89.0,89.0,79.0,855542.0
125.0,125.0,125.0,125.0,125.0,125.0,125.0,790007.0
160.0,160.0,160.0,160.0,160.0,160.0,160.0,1510906.0
85.1730769231,85.1730769231,85.1730769231,85.1730769231,141.132075472,141.153846154,85.1730769231,3542523.0
85.0,85.0,85.0,85.0,85.0,85.0,85.0,855549.0
99.0,99.0,99.0,99.0,99.3962264151,99.4038461538,99.0,1707525.0
150.0,150.0,150.0,150.0,180.0,180.0,150.961538462,1117706.0
69.0,69.0,69.0,69.0,89.0,89.0,69.0,2100750.0
70.0,70.0,70.0,70.0,70.0,70.0,70.0,790031.0
100.0,100.0,100.0,100.0,100.0,100.0,100.0,3804690.0
90.0,90.0,90.0,90.0,90.0,90.0,90.0,3616003.0
230.0,230.0,230.0,230.0,230.0,230.0,230.0,1183257.0
67.4615384615,67.4615384615,67.4615384615,67.4615384615,67.4615384615,67.431372549,67.4615384615,855579.0
61.25,61.25,61.1538461538,61.1538461538,61.2264150943,61.25,61.25,265756.0
188.725490196,188.235294118,187.254901961,186.764705882,189.423076923,189.423076923,188.725490196,658977.0
150.0,150.0,150.0,150.0,150.0,150.0,150.0,2756131.0
160.0,160.0,160.0,160.0,160.0,160.0,160.0,4263466.0
75.0,75.0,75.0,75.0,75.0,75.0,75.0,790059.0
190.0,190.0,190.0,190.0,190.0,190.0,190.0,3018285.0
409.731707317,409.738095238,409.738095238,409.738095238,410.0,410.0,410.0,61224.0
300.0,300.0,300.0,300.0,300.0,300.0,300.0,4525627.0
275.0,275.0,275.0,275.0,325.0,325.0,275.0,3411522.0
93.0,93.0,93.0,93.0,93.0,93.0,93.0,265795.0
183.470588235,183.470588235,183.470588235,183.470588235,182.188679245,181.529411765,183.470588235,3124493.0
200.0,200.0,200.0,200.0,200.0,200.0,200.0,4370190.0
